term,chunk_id
troops,2394
troops,2424
troops,2433
troops,2434
troops,2435
troops,2436
troops,2443
troops,2448
troops,2454
troops,2486
troops,2490
troops,2512
troops,2549
troops,2593
troops,2602
troops,2608
troops,2641
troops,2642
troops,2663
troops,2682
troops,2689
troops,2690
troops,2706
troops,2708
troops,2718
troops,2726
troops,2728
troops,2732
troops,2745
troops,2751
troops,2825
troops,2976
troops,2981
troops,3034
skills,8
skills,80
skills,138
skills,197
skills,278
skills,342
skills,681
skills,689
skills,846
skills,997
skills,1259
skills,1260
skills,2196
skills,2435
skills,2821
skills,2826
employees,8
employees,9
employees,693
employees,698
employees,725
boss,8
boss,9
boss,194
boss,650
boss,698
boss,702
boss,725
boss,853
boss,856
boss,872
boss,1556
employee,8
employee,698
employee,702
employee,1525
meaning,8
meaning,35
meaning,66
meaning,67
meaning,85
meaning,111
meaning,112
meaning,166
meaning,167
meaning,202
meaning,233
meaning,619
meaning,648
meaning,682
meaning,712
meaning,723
meaning,770
meaning,771
meaning,811
meaning,917
meaning,920
meaning,931
meaning,949
meaning,957
meaning,1023
meaning,1070
meaning,1171
meaning,1176
meaning,1203
meaning,1204
meaning,1277
meaning,1358
meaning,1400
meaning,1432
meaning,1442
meaning,1483
meaning,1493
meaning,1509
meaning,1549
meaning,1640
meaning,1641
meaning,1785
meaning,1789
meaning,1878
meaning,1917
meaning,1930
meaning,1992
meaning,2007
meaning,2038
meaning,2044
meaning,2062
meaning,2063
meaning,2377
meaning,2459
meaning,2464
meaning,2531
meaning,2542
meaning,2543
meaning,2564
meaning,2624
meaning,2628
meaning,2636
meaning,2674
meaning,2702
meaning,2718
meaning,2803
meaning,2810
meaning,2841
meaning,2918
meaning,2993
meaning,3005
meaning,3028
meaning,3041
meaning,3042
judgments,8
judgments,349
judgments,725
judgments,821
judgments,2598
boundaries,9
boundaries,152
boundaries,361
boundaries,725
boundaries,925
boundaries,2272
boundaries,2471
boundaries,2565
scale,10
scale,193
scale,289
scale,439
scale,541
scale,795
scale,881
scale,902
scale,924
scale,925
scale,939
scale,1443
scale,1829
scale,2356
scale,2788
accumulation,10
accumulation,395
accumulation,442
accumulation,795
accumulation,898
limits,10
limits,132
limits,795
limits,807
limits,816
limits,1090
limits,2408
limits,2416
limits,2417
imaginations,10
imaginations,795
imaginations,807
imaginations,816
core,10
core,73
core,74
core,267
core,815
core,856
core,1188
core,1399
core,2228
core,2769
core,2939
core,2957
formations,10
formations,769
formations,773
formations,775
formations,895
formations,907
formations,996
formations,1318
formations,1321
formations,1322
formations,1328
formations,1817
structure,11
structure,167
structure,170
structure,392
structure,638
structure,704
structure,910
structure,911
structure,912
structure,913
structure,923
structure,924
structure,1032
structure,1826
command,11
command,15
command,64
command,155
command,186
command,197
command,198
command,222
command,227
command,305
command,316
command,351
command,402
command,489
command,496
command,513
command,533
command,620
command,656
command,905
command,910
command,917
command,920
command,923
command,924
command,961
command,963
command,985
command,986
command,1075
command,1113
command,1146
command,1180
command,1244
command,1341
command,1444
command,1448
command,1457
command,1459
command,1585
command,1586
command,1599
command,1601
command,1607
command,1757
command,1822
command,1826
command,1829
command,2021
command,2022
command,2024
command,2026
command,2029
command,2053
command,2064
command,2097
command,2103
command,2106
command,2107
command,2201
command,2223
command,2226
command,2276
command,2278
command,2318
command,2327
command,2355
command,2365
command,2373
command,2374
command,2375
command,2438
command,2492
command,2509
command,2558
command,2592
command,2611
command,2623
command,2638
command,2660
command,2791
command,2816
command,2857
command,2895
command,2903
command,2909
command,2910
command,2953
homework,11
homework,48
homework,904
homework,923
assignment,11
assignment,923
passage,11
passage,109
passage,133
passage,167
passage,209
passage,212
passage,215
passage,479
passage,625
passage,687
passage,701
passage,712
passage,722
passage,726
passage,728
passage,739
passage,773
passage,777
passage,797
passage,812
passage,832
passage,840
passage,859
passage,875
passage,882
passage,893
passage,913
passage,927
passage,931
passage,1008
passage,1011
passage,1012
passage,1032
passage,1035
passage,1100
passage,1137
passage,1174
passage,1250
passage,1262
passage,1290
passage,1294
passage,1299
passage,1343
passage,1364
passage,1367
passage,1377
passage,1382
passage,1402
passage,1412
passage,1447
passage,1459
passage,1483
passage,1513
passage,1546
passage,1642
passage,1652
passage,1759
passage,1761
passage,1774
passage,1797
passage,1842
passage,1911
passage,1955
passage,1957
passage,1965
passage,1967
passage,1971
passage,2022
passage,2036
passage,2038
passage,2054
passage,2058
passage,2070
passage,2107
passage,2171
passage,2220
passage,2265
passage,2266
passage,2271
passage,2278
passage,2294
passage,2395
passage,2450
passage,2465
passage,2472
passage,2486
passage,2492
passage,2515
passage,2528
passage,2530
passage,2554
passage,2564
passage,2571
passage,2590
passage,2598
passage,2599
passage,2611
passage,2623
passage,2628
passage,2629
passage,2632
passage,2634
passage,2660
passage,2670
passage,2702
passage,2715
passage,2718
passage,2730
passage,2758
passage,2759
passage,2794
passage,2799
passage,2805
passage,2827
passage,2862
passage,2904
passage,2926
passage,3015
passage,3035
battles,11
battles,47
battles,80
battles,81
battles,83
battles,84
battles,126
battles,166
battles,220
battles,222
battles,225
battles,281
battles,282
battles,297
battles,299
battles,302
battles,311
battles,319
battles,350
battles,352
battles,501
battles,507
battles,528
battles,542
battles,544
battles,609
battles,693
battles,734
battles,741
battles,760
battles,768
battles,773
battles,775
battles,777
battles,816
battles,817
battles,834
battles,835
battles,838
battles,850
battles,900
battles,901
battles,949
battles,951
battles,976
battles,997
battles,1014
battles,1072
battles,1088
battles,1096
battles,1173
battles,1244
battles,1249
battles,1255
battles,1290
battles,1351
battles,1369
battles,1373
battles,1405
battles,1597
battles,1604
battles,1657
battles,1686
battles,1820
battles,1895
battles,1910
battles,2134
battles,2140
battles,2184
battles,2227
battles,2229
battles,2313
battles,2339
battles,2428
battles,2438
battles,2590
battles,2591
battles,2602
battles,2605
battles,2672
battles,2725
battles,2728
battles,2739
battles,2741
battles,2742
battles,2751
battles,2833
battles,2962
battles,2974
battles,2985
understanding,11
understanding,172
understanding,225
understanding,442
understanding,559
understanding,672
understanding,912
understanding,951
understanding,991
understanding,1171
understanding,1173
understanding,1299
understanding,1380
understanding,1381
understanding,1394
understanding,1540
understanding,1613
understanding,1774
understanding,2299
understanding,2300
understanding,2301
understanding,2742
understanding,2843
understanding,2844
understanding,2848
understanding,2898
understanding,2909
lens,11
lens,32
lens,951
lens,1282
forces,11
forces,23
forces,73
forces,88
forces,119
forces,128
forces,147
forces,175
forces,176
forces,203
forces,210
forces,212
forces,216
forces,230
forces,233
forces,236
forces,237
forces,264
forces,273
forces,274
forces,302
forces,303
forces,306
forces,309
forces,314
forces,315
forces,316
forces,319
forces,320
forces,338
forces,339
forces,345
forces,350
forces,351
forces,354
forces,366
forces,369
forces,370
forces,389
forces,391
forces,403
forces,405
forces,437
forces,438
forces,445
forces,513
forces,514
forces,533
forces,534
forces,591
forces,592
forces,594
forces,607
forces,609
forces,610
forces,611
forces,613
forces,618
forces,619
forces,620
forces,621
forces,623
forces,626
forces,627
forces,628
forces,636
forces,656
forces,681
forces,685
forces,714
forces,725
forces,752
forces,762
forces,763
forces,767
forces,794
forces,801
forces,802
forces,803
forces,822
forces,863
forces,865
forces,870
forces,894
forces,908
forces,936
forces,941
forces,942
forces,945
forces,950
forces,951
forces,954
forces,955
forces,956
forces,957
forces,960
forces,963
forces,964
forces,965
forces,966
forces,968
forces,969
forces,971
forces,973
forces,974
forces,983
forces,984
forces,985
forces,987
forces,988
forces,989
forces,998
forces,1002
forces,1003
forces,1004
forces,1006
forces,1007
forces,1036
forces,1046
forces,1047
forces,1050
forces,1060
forces,1061
forces,1062
forces,1087
forces,1088
forces,1095
forces,1102
forces,1104
forces,1105
forces,1120
forces,1121
forces,1122
forces,1128
forces,1132
forces,1139
forces,1150
forces,1180
forces,1188
forces,1189
forces,1190
forces,1217
forces,1218
forces,1219
forces,1224
forces,1225
forces,1229
forces,1236
forces,1244
forces,1259
forces,1263
forces,1295
forces,1318
forces,1320
forces,1342
forces,1364
forces,1370
forces,1397
forces,1398
forces,1409
forces,1410
forces,1437
forces,1479
forces,1499
forces,1512
forces,1524
forces,1531
forces,1532
forces,1539
forces,1541
forces,1557
forces,1558
forces,1564
forces,1569
forces,1585
forces,1597
forces,1604
forces,1607
forces,1608
forces,1640
forces,1661
forces,1674
forces,1710
forces,1717
forces,1721
forces,1730
forces,1768
forces,1769
forces,1793
forces,1805
forces,1817
forces,1829
forces,1846
forces,1850
forces,1871
forces,1895
forces,1896
forces,1899
forces,1901
forces,1911
forces,1912
forces,1928
forces,1965
forces,1983
forces,1984
forces,1989
forces,1992
forces,1993
forces,1999
forces,2017
forces,2031
forces,2141
forces,2173
forces,2192
forces,2213
forces,2224
forces,2228
forces,2229
forces,2244
forces,2245
forces,2263
forces,2285
forces,2299
forces,2313
forces,2317
forces,2323
forces,2324
forces,2334
forces,2350
forces,2354
forces,2355
forces,2356
forces,2368
forces,2369
forces,2370
forces,2372
forces,2375
forces,2390
forces,2405
forces,2409
forces,2427
forces,2433
forces,2436
forces,2438
forces,2454
forces,2490
forces,2539
forces,2550
forces,2553
forces,2566
forces,2571
forces,2616
forces,2656
forces,2669
forces,2690
forces,2695
forces,2704
forces,2707
forces,2718
forces,2739
forces,2740
forces,2771
forces,2829
forces,2830
forces,2832
forces,2833
forces,2861
forces,2879
forces,2906
forces,2909
forces,2910
forces,2912
forces,2913
forces,2934
forces,2935
forces,2936
forces,2937
forces,2980
forces,2981
soccer,11
soccer,15
soccer,243
soccer,275
soccer,977
soccer,991
soccer,993
soccer,994
soccer,996
soccer,998
soccer,1107
soccer,1144
soccer,1329
soccer,1388
soccer,1392
soccer,1393
soccer,1398
metaphor,11
metaphor,977
metaphor,1404
regular,11
movements,11
movements,25
movements,794
movements,1008
movements,1010
movements,1022
movements,1163
movements,1177
movements,1272
movements,1296
movements,1300
movements,1301
movements,1307
movements,1403
movements,1418
movements,1423
movements,1449
movements,1957
movements,2046
movements,2047
movements,2048
movements,2050
movements,2106
movements,2129
movements,2339
movements,2493
movements,2562
movements,2695
movements,2696
movements,2718
movements,2800
courage,11
courage,79
courage,84
courage,130
courage,132
courage,134
courage,143
courage,144
courage,145
courage,147
courage,152
courage,154
courage,155
courage,164
courage,202
courage,247
courage,311
courage,398
courage,506
courage,690
courage,817
courage,835
courage,840
courage,875
courage,901
courage,1014
courage,1020
courage,1021
courage,1031
courage,1032
courage,1072
courage,1081
courage,1281
courage,1324
courage,1339
courage,1353
courage,1375
courage,1412
courage,1468
courage,1477
courage,1651
courage,1661
courage,1839
courage,1841
courage,1983
courage,2018
courage,2040
courage,2059
courage,2221
courage,2338
courage,2430
courage,2441
courage,2448
courage,2465
courage,2479
courage,2485
courage,2488
courage,2600
courage,2647
courage,2649
fear,11
fear,25
fear,83
fear,134
fear,147
fear,362
fear,363
fear,1020
fear,1031
fear,1049
fear,1081
fear,1096
fear,1836
fear,1911
fear,1917
fear,1962
fear,2040
fear,2041
fear,2105
fear,2294
fear,2295
fear,2369
fear,2438
fear,2445
fear,2467
fear,2476
fear,2479
fear,2567
fear,2586
fear,2598
fear,2601
fear,2644
fear,2705
fear,2830
energies,11
energies,1037
energies,1050
energies,2320
advantage,12
advantage,13
advantage,26
advantage,76
advantage,112
advantage,207
advantage,209
advantage,221
advantage,358
advantage,430
advantage,431
advantage,475
advantage,487
advantage,520
advantage,525
advantage,607
advantage,608
advantage,609
advantage,610
advantage,613
advantage,615
advantage,616
advantage,622
advantage,714
advantage,799
advantage,868
advantage,869
advantage,870
advantage,908
advantage,1003
advantage,1045
advantage,1052
advantage,1057
advantage,1060
advantage,1061
advantage,1102
advantage,1107
advantage,1112
advantage,1119
advantage,1125
advantage,1138
advantage,1179
advantage,1190
advantage,1217
advantage,1225
advantage,1244
advantage,1318
advantage,1320
advantage,1329
advantage,1348
advantage,1354
advantage,1355
advantage,1356
advantage,1358
advantage,1359
advantage,1360
advantage,1377
advantage,1383
advantage,1388
advantage,1394
advantage,1395
advantage,1396
advantage,1399
advantage,1402
advantage,1431
advantage,1438
advantage,1530
advantage,1532
advantage,1557
advantage,1573
advantage,1599
advantage,1601
advantage,1602
advantage,1648
advantage,1663
advantage,1665
advantage,1678
advantage,1686
advantage,1719
advantage,1733
advantage,1775
advantage,1779
advantage,1780
advantage,1781
advantage,1788
advantage,1789
advantage,1792
advantage,1810
advantage,1873
advantage,1874
advantage,1878
advantage,1901
advantage,1917
advantage,1959
advantage,1966
advantage,1980
advantage,1981
advantage,1991
advantage,1992
advantage,2007
advantage,2012
advantage,2046
advantage,2048
advantage,2120
advantage,2124
advantage,2125
advantage,2129
advantage,2133
advantage,2142
advantage,2150
advantage,2162
advantage,2174
advantage,2179
advantage,2186
advantage,2192
advantage,2212
advantage,2231
advantage,2285
advantage,2303
advantage,2305
advantage,2307
advantage,2308
advantage,2318
advantage,2340
advantage,2347
advantage,2350
advantage,2369
advantage,2409
advantage,2417
advantage,2431
advantage,2435
advantage,2439
advantage,2440
advantage,2442
advantage,2489
advantage,2563
advantage,2608
advantage,2609
advantage,2638
advantage,2642
advantage,2666
advantage,2697
advantage,2714
advantage,2726
advantage,2745
advantage,2751
advantage,2779
advantage,2825
window,12
window,1108
window,1134
window,1465
perfection,12
perfection,1856
mastery,12
mastery,594
mastery,762
mastery,1012
mastery,2515
fate,12
fate,19
fate,249
fate,261
fate,503
fate,516
fate,527
fate,1152
fate,1156
fate,1157
fate,1230
fate,1307
fate,1753
fate,1765
fate,1838
fate,2222
fate,2224
fate,2578
fate,2725
fate,2728
fate,2741
fate,2751
fate,2872
fate,2961
retreating,12
retreating,1177
strategies,12
strategies,15
strategies,31
strategies,34
strategies,68
strategies,75
strategies,79
strategies,113
strategies,212
strategies,1464
strategies,1513
strategies,1926
strategies,1938
randomness,12
randomness,1194
factor,12
factor,139
factor,205
factor,348
factor,494
factor,677
factor,1194
factor,1281
factor,2819
factor,2829
factor,2845
factor,2943
lifetime,13
lifetime,35
lifetime,154
lifetime,282
lifetime,644
lifetime,940
lifetime,1194
lifetime,1832
lifetime,2100
lifetime,2971
successes,13
successes,259
successes,1194
successes,1216
successes,1819
failures,13
failures,680
failures,875
failures,1194
failures,1797
failures,1834
failures,2191
balance,13
balance,70
balance,86
balance,88
balance,89
balance,111
balance,132
balance,159
balance,176
balance,214
balance,291
balance,385
balance,531
balance,652
balance,997
balance,1040
balance,1217
balance,1624
balance,1739
balance,1917
balance,2048
balance,2191
balance,2201
balance,2983
balance,3005
troop,13
troop,127
troop,129
troop,582
troop,615
troop,623
troop,950
troop,954
troop,1025
troop,1217
troop,1228
troop,1296
troop,1300
troop,1322
troop,1465
troop,2695
troop,2696
troop,2920
troop,3034
troop,3035
numbers,13
numbers,466
numbers,469
numbers,471
numbers,503
numbers,607
numbers,609
numbers,615
numbers,628
numbers,638
numbers,681
numbers,763
numbers,880
numbers,891
numbers,892
numbers,893
numbers,901
numbers,905
numbers,910
numbers,911
numbers,912
numbers,914
numbers,917
numbers,925
numbers,1032
numbers,1074
numbers,1188
numbers,1217
numbers,1218
numbers,1225
numbers,1228
numbers,1234
numbers,1251
numbers,1253
numbers,1261
numbers,1265
numbers,1266
numbers,1311
numbers,1331
numbers,1557
numbers,1640
numbers,1655
numbers,1680
numbers,1789
numbers,1898
numbers,1928
numbers,1973
numbers,2034
numbers,2041
numbers,2046
numbers,2048
numbers,2059
numbers,2127
numbers,2129
numbers,2226
numbers,2980
importance,13
importance,81
importance,82
importance,83
importance,130
importance,140
importance,158
importance,297
importance,372
importance,395
importance,655
importance,671
importance,731
importance,1052
importance,2176
importance,2224
importance,2231
importance,2410
importance,2538
importance,2563
importance,2571
importance,2848
importance,2938
importance,2941
importance,2960
defeat,13
defeat,14
defeat,99
defeat,110
defeat,196
defeat,197
defeat,250
defeat,252
defeat,253
defeat,254
defeat,262
defeat,266
defeat,310
defeat,311
defeat,314
defeat,402
defeat,533
defeat,570
defeat,622
defeat,628
defeat,643
defeat,644
defeat,645
defeat,652
defeat,678
defeat,679
defeat,714
defeat,739
defeat,741
defeat,745
defeat,768
defeat,769
defeat,770
defeat,775
defeat,776
defeat,777
defeat,795
defeat,796
defeat,817
defeat,823
defeat,855
defeat,856
defeat,857
defeat,858
defeat,859
defeat,872
defeat,883
defeat,899
defeat,901
defeat,1040
defeat,1046
defeat,1151
defeat,1180
defeat,1230
defeat,1241
defeat,1259
defeat,1284
defeat,1286
defeat,1296
defeat,1297
defeat,1326
defeat,1348
defeat,1473
defeat,1499
defeat,1533
defeat,1535
defeat,1546
defeat,1553
defeat,1564
defeat,1608
defeat,1651
defeat,1656
defeat,1752
defeat,1765
defeat,1766
defeat,1786
defeat,1787
defeat,1795
defeat,1827
defeat,1830
defeat,1911
defeat,1915
defeat,2030
defeat,2112
defeat,2156
defeat,2191
defeat,2194
defeat,2198
defeat,2209
defeat,2222
defeat,2235
defeat,2276
defeat,2313
defeat,2342
defeat,2382
defeat,2405
defeat,2409
defeat,2432
defeat,2539
defeat,2551
defeat,2602
defeat,2608
defeat,2625
defeat,2700
defeat,2714
defeat,2821
defeat,2829
defeat,2907
defeat,2935
defeat,2966
defeat,2967
defeat,2989
status,13
status,29
status,148
status,149
status,187
status,328
status,415
status,843
status,1053
status,1198
status,1828
status,2228
status,2252
status,2284
status,2565
status,2812
status,2895
status,2910
status,2916
status,2973
spoils,14
spoils,968
spoils,1260
spoils,1286
spoils,1297
spoils,1423
spoils,1424
spoils,1426
spoils,1427
spoils,1429
spoils,1436
spoils,1440
spoils,1442
projections,15
projections,1317
projections,2140
parcel,15
parcel,449
parcel,1326
marching,15
marching,126
marching,1350
marching,1369
marching,1370
marching,1371
marching,1372
marching,1373
marching,1723
marching,1878
marching,2386
marching,2479
camping,15
camping,129
camping,1350
camping,1352
camping,1369
camping,1370
camping,1373
camping,1374
camping,1724
camping,1878
camping,1892
details,15
details,38
details,60
details,322
details,469
details,756
details,851
details,1051
details,1377
details,1388
details,1501
details,1524
details,2427
details,2457
details,2814
details,2920
details,2922
details,2935
sweat,15
sweat,203
sweat,395
sweat,1340
sweat,1373
sweat,1377
sweat,1388
feints,15
feints,277
feints,1272
feints,1388
feints,1393
looting,15
looting,1414
welfare,15
welfare,1414
welfare,1440
momentum,15
momentum,143
momentum,209
momentum,221
momentum,800
momentum,908
momentum,1038
momentum,1062
momentum,1070
momentum,1084
momentum,1336
momentum,1464
momentum,1473
momentum,1531
momentum,1534
momentum,1661
momentum,2344
momentum,2356
momentum,2357
momentum,2608
momentum,2708
awareness,15
awareness,1023
awareness,1464
awareness,1494
awareness,1496
awareness,1700
awareness,2105
leader,15
leader,24
leader,84
leader,107
leader,115
leader,160
leader,172
leader,188
leader,206
leader,250
leader,287
leader,312
leader,362
leader,475
leader,476
leader,503
leader,516
leader,527
leader,556
leader,572
leader,580
leader,588
leader,592
leader,593
leader,650
leader,652
leader,653
leader,681
leader,686
leader,726
leader,762
leader,818
leader,877
leader,880
leader,882
leader,901
leader,917
leader,962
leader,1006
leader,1043
leader,1073
leader,1157
leader,1275
leader,1354
leader,1364
leader,1372
leader,1426
leader,1435
leader,1437
leader,1473
leader,1480
leader,1481
leader,1505
leader,1506
leader,1582
leader,1663
leader,1717
leader,1753
leader,1757
leader,1779
leader,1780
leader,1787
leader,1788
leader,1812
leader,1834
leader,1836
leader,1839
leader,1848
leader,1873
leader,1876
leader,2003
leader,2041
leader,2050
leader,2069
leader,2101
leader,2185
leader,2220
leader,2227
leader,2259
leader,2299
leader,2321
leader,2326
leader,2348
leader,2403
leader,2493
leader,2496
leader,2497
leader,2500
leader,2502
leader,2511
leader,2512
leader,2585
leader,2596
leader,2650
leader,2705
leader,2756
leader,2768
leader,2774
leader,2837
leader,2913
leader,2934
leader,2948
leader,2993
root,15
root,310
root,594
root,712
root,737
root,770
root,1432
root,1497
root,1507
root,1785
root,2038
root,2472
root,2920
root,2957
root,2980
policies,15
policies,176
policies,180
policies,509
policies,773
policies,774
policies,820
policies,907
policies,908
policies,1513
policies,1517
tactics,15
tactics,31
tactics,278
tactics,623
tactics,795
tactics,796
tactics,899
tactics,907
tactics,910
tactics,928
tactics,937
tactics,951
tactics,975
tactics,980
tactics,989
tactics,994
tactics,997
tactics,1051
tactics,1076
tactics,1177
tactics,1185
tactics,1188
tactics,1258
tactics,1272
tactics,1276
tactics,1287
tactics,1291
tactics,1313
tactics,1315
tactics,1513
tactics,1522
tactics,1523
tactics,1525
tactics,1553
tactics,1673
tactics,1677
tactics,1678
tactics,1756
tactics,1773
tactics,1774
tactics,1775
tactics,1872
tactics,2222
tactics,2338
tactics,2396
tactics,2515
tactics,2554
tactics,2652
tactics,2980
toolbox,15
toolbox,1513
toolbox,1525
situations,15
situations,123
situations,259
situations,345
situations,652
situations,695
situations,719
situations,722
situations,729
situations,755
situations,779
situations,785
situations,1028
situations,1139
situations,1214
situations,1221
situations,1252
situations,1321
situations,1449
situations,1500
situations,1525
situations,1527
situations,1625
situations,1632
situations,1645
situations,1675
situations,1680
situations,1682
situations,1685
situations,1689
situations,1694
situations,1703
situations,1727
situations,1775
situations,1777
situations,1836
situations,1872
situations,2168
situations,2403
situations,2409
situations,2418
situations,2515
situations,2556
situations,2563
situations,2680
situations,2794
situations,2863
situations,2943
situations,2971
bait,16
bait,1113
bait,1514
bait,1526
bait,1528
bait,1547
bait,1548
bait,1549
bait,1551
bait,1552
bait,1553
bait,1554
bait,1556
bait,1558
bait,1559
bait,1560
bait,1562
bait,1564
bait,1588
bait,1593
bait,1606
bait,1614
bait,1615
bait,1619
bait,1671
bait,2150
bait,2161
bait,2308
bait,2381
analysis,16
analysis,32
analysis,76
analysis,82
analysis,88
analysis,99
analysis,109
analysis,110
analysis,123
analysis,130
analysis,165
analysis,176
analysis,197
analysis,206
analysis,212
analysis,217
analysis,233
analysis,267
analysis,284
analysis,295
analysis,313
analysis,323
analysis,335
analysis,350
analysis,362
analysis,371
analysis,383
analysis,407
analysis,413
analysis,431
analysis,447
analysis,460
analysis,477
analysis,487
analysis,503
analysis,528
analysis,544
analysis,549
analysis,562
analysis,582
analysis,594
analysis,600
analysis,601
analysis,607
analysis,610
analysis,628
analysis,648
analysis,672
analysis,681
analysis,698
analysis,712
analysis,725
analysis,741
analysis,770
analysis,796
analysis,818
analysis,856
analysis,882
analysis,905
analysis,908
analysis,931
analysis,954
analysis,983
analysis,1009
analysis,1022
analysis,1039
analysis,1086
analysis,1102
analysis,1110
analysis,1136
analysis,1152
analysis,1177
analysis,1195
analysis,1214
analysis,1219
analysis,1234
analysis,1255
analysis,1272
analysis,1288
analysis,1318
analysis,1327
analysis,1355
analysis,1377
analysis,1388
analysis,1399
analysis,1418
analysis,1447
analysis,1464
analysis,1473
analysis,1483
analysis,1497
analysis,1515
analysis,1529
analysis,1549
analysis,1559
analysis,1561
analysis,1594
analysis,1615
analysis,1631
analysis,1647
analysis,1677
analysis,1689
analysis,1701
analysis,1718
analysis,1719
analysis,1729
analysis,1745
analysis,1757
analysis,1780
analysis,1797
analysis,1798
analysis,1812
analysis,1836
analysis,1839
analysis,1878
analysis,1894
analysis,1898
analysis,1909
analysis,1922
analysis,1943
analysis,1952
analysis,1961
analysis,2047
analysis,2062
analysis,2134
analysis,2140
analysis,2150
analysis,2171
analysis,2191
analysis,2229
analysis,2253
analysis,2269
analysis,2298
analysis,2320
analysis,2340
analysis,2367
analysis,2377
analysis,2385
analysis,2390
analysis,2403
analysis,2435
analysis,2448
analysis,2485
analysis,2497
analysis,2515
analysis,2526
analysis,2535
analysis,2554
analysis,2587
analysis,2601
analysis,2612
analysis,2662
analysis,2677
analysis,2695
analysis,2728
analysis,2757
analysis,2808
analysis,2864
analysis,2878
analysis,2895
analysis,2917
analysis,2922
roles,16
roles,628
roles,955
roles,961
roles,972
roles,985
roles,991
roles,992
roles,1342
roles,1524
roles,1559
roles,1829
roles,2758
roles,2927
strength,16
strength,23
strength,69
strength,72
strength,132
strength,154
strength,211
strength,222
strength,230
strength,268
strength,279
strength,286
strength,295
strength,296
strength,300
strength,301
strength,312
strength,388
strength,390
strength,395
strength,404
strength,412
strength,430
strength,434
strength,453
strength,470
strength,476
strength,477
strength,502
strength,520
strength,524
strength,527
strength,543
strength,607
strength,629
strength,653
strength,795
strength,798
strength,799
strength,801
strength,816
strength,834
strength,864
strength,870
strength,891
strength,896
strength,897
strength,899
strength,900
strength,907
strength,1008
strength,1020
strength,1021
strength,1031
strength,1032
strength,1034
strength,1037
strength,1055
strength,1056
strength,1081
strength,1106
strength,1129
strength,1159
strength,1219
strength,1228
strength,1255
strength,1257
strength,1261
strength,1262
strength,1295
strength,1296
strength,1299
strength,1312
strength,1465
strength,1497
strength,1507
strength,1508
strength,1511
strength,1530
strength,1531
strength,1592
strength,1600
strength,1670
strength,1733
strength,1740
strength,1798
strength,1813
strength,1939
strength,1941
strength,1942
strength,1958
strength,1961
strength,2044
strength,2046
strength,2047
strength,2048
strength,2050
strength,2052
strength,2056
strength,2108
strength,2119
strength,2129
strength,2171
strength,2176
strength,2181
strength,2190
strength,2199
strength,2218
strength,2222
strength,2293
strength,2310
strength,2313
strength,2339
strength,2340
strength,2364
strength,2389
strength,2391
strength,2407
strength,2408
strength,2412
strength,2414
strength,2416
strength,2417
strength,2430
strength,2444
strength,2445
strength,2451
strength,2453
strength,2460
strength,2465
strength,2469
strength,2471
strength,2475
strength,2488
strength,2567
strength,2570
strength,2572
strength,2643
strength,2644
strength,2695
strength,2716
strength,2717
strength,2750
strength,2774
strength,2826
strength,2838
strength,2888
strength,2898
strength,2924
strength,2957
strength,2958
strength,2960
ferocity,16
ferocity,1009
ferocity,1010
ferocity,1188
ferocity,1190
ferocity,1191
ferocity,1193
ferocity,1592
ferocity,2608
errors,17
errors,41
errors,2107
willpower,17
willpower,23
willpower,775
willpower,1646
willpower,2339
willpower,2340
willpower,2364
willpower,2378
opponent,17
opponent,211
opponent,313
opponent,390
opponent,404
opponent,631
opponent,634
opponent,636
opponent,857
opponent,864
opponent,949
opponent,959
opponent,972
opponent,1057
opponent,1062
opponent,1145
opponent,1151
opponent,1152
opponent,1202
opponent,1249
opponent,1259
opponent,1260
opponent,1287
opponent,1291
opponent,1306
opponent,1315
opponent,1380
opponent,1641
opponent,1646
opponent,1914
opponent,2142
opponent,2348
opponent,2435
opponent,2439
opponent,2462
opponent,2463
opponent,2612
opponent,2626
opponent,2642
opponent,2661
opponent,2784
opponent,2831
opponent,2984
progress,18
progress,368
progress,702
progress,720
progress,804
progress,1263
progress,1673
progress,1688
progress,1707
progress,1732
progress,1953
determination,18
determination,485
determination,1658
determination,1659
determination,1688
determination,2592
psychology,18
psychology,596
psychology,1699
psychology,1710
psychology,1778
psychology,1782
psychology,2339
psychology,2363
psychology,2515
psychology,2516
psychology,2517
psychology,2554
maker,18
maker,20
maker,248
maker,1699
maker,1718
maker,1876
maker,1890
background,18
background,31
background,186
background,258
background,427
background,747
background,1699
background,1718
background,1784
background,2223
background,2909
background,2922
fighting,18
fighting,104
fighting,124
fighting,163
fighting,215
fighting,220
fighting,262
fighting,342
fighting,360
fighting,412
fighting,413
fighting,501
fighting,503
fighting,506
fighting,520
fighting,526
fighting,535
fighting,557
fighting,564
fighting,593
fighting,594
fighting,696
fighting,762
fighting,879
fighting,898
fighting,899
fighting,914
fighting,928
fighting,951
fighting,975
fighting,979
fighting,999
fighting,1027
fighting,1048
fighting,1060
fighting,1063
fighting,1067
fighting,1075
fighting,1232
fighting,1244
fighting,1268
fighting,1280
fighting,1318
fighting,1325
fighting,1351
fighting,1369
fighting,1370
fighting,1373
fighting,1447
fighting,1451
fighting,1454
fighting,1455
fighting,1466
fighting,1468
fighting,1565
fighting,1618
fighting,1658
fighting,1668
fighting,1704
fighting,1845
fighting,1991
fighting,2028
fighting,2111
fighting,2135
