chunk_id,entity_text,label
616,Du Mu,PERSON
617,Cao Cao's,PERSON
617,Cao Cao's,PERSON
617,Sun Tzu,PERSON
617,Du Mu,PERSON
618,Xiang Yu,PERSON
618,the Wu River,LOC
619,Du Mu,PERSON
619,Cao Cao,PERSON
619,Cao Cao,PERSON
619,Ming dynasty,DATE
619,Liu Bowen,PERSON
619,Extraordinary Strategies of a Hundred Battles,WORK_OF_ART
620,Cao Cao's,PERSON
620,China,GPE
620,Sun Tzu's,PERSON
620,The Art of War,WORK_OF_ART
620,Chinese,NORP
621,Jiang Ziya,PERSON
621,Fu Jian,PERSON
621,the Former Qin Empire,GPE
621,the Qin Dynasty,DATE
621,China,GPE
622,Fu Jian's,PERSON
622,the Battle of Fei River,EVENT
622,383 CE,DATE
622,Eastern Jin,GPE
623,Eastern Jin,NORP
623,the Liang Dynasty,DATE
623,Wang Sengbian,PERSON
623,Hou Jing,PERSON
623,Zhanggongzhou,GPE
623,Wang Sengbian,PERSON
623,Liang,PERSON
623,Chen Baxian,PERSON
623,Hou Jing,PERSON
623,Zhanggongzhou,GPE
624,Liang,PERSON
624,Hou Jing,PERSON
624,Liang,PERSON
625,Hou Jing,PERSON
625,Chen Baxian,PERSON
625,Wang Sengbian,PERSON
625,Sun Tzu's,PERSON
625,The Art of War,WORK_OF_ART
625,Mount Chang,LOC
626,Wang Sengbian,PERSON
627,Hou Jing's,PERSON
628,Hou Jing,PERSON
628,Cao Cao,PERSON
628,Cao Cao,PERSON
629,Du Mu's,PERSON
630,Sun Tzu,PERSON
631,Sun Tzu,PERSON
633,"1,000 years",DATE
634,"3,000 years",DATE
634,Chinese,NORP
635,Sun Tzu's,PERSON
635,The Art of War,WORK_OF_ART
636,Zhang Yu,PERSON
636,Zhang Yu,PERSON
636,Zhang Yu,PERSON
636,Wu Qi,PERSON
636,Qin,PERSON
636,Xie Xuan,PERSON
636,Fu Jian,PERSON
636,Zhang Yu's,PERSON
636,Sun Tzu,PERSON
636,Zhang Yu,PERSON
638,Shi Dakai,PERSON
638,the Taiping Rebellion,EVENT
638,the Qing dynasty,DATE
639,Qing,ORG
639,a year and a half,DATE
639,Sichuan,GPE
639,Guizhou,GPE
639,Yunnan,GPE
639,Sichuan,GPE
639,Qing,ORG
639,the Yangzi River,LOC
640,Zhang Yu's,PERSON
641,the Red Army's,ORG
641,Long March,EVENT
641,1934-1935 CE,DATE
641,the Red Army,ORG
641,Jiangxi Province,GPE
641,Han,NORP
641,Li Ling,PERSON
641,Li,PERSON
641,Han Wudi,PERSON
642,Xiongnu,NORP
642,Xiongnu,NORP
642,Han Wudi,PERSON
642,Li,PERSON
642,Li,PERSON
642,Sima Qian,PERSON
643,Stan Shih,PERSON
643,Taiwan,GPE
643,Acer Inc,ORG
644,Ming dynasty,DATE
644,Wang Yangming,PERSON
644,Confucianism,NORP
645,Wang Yangming,PERSON
646,State,ORG
646,State,ORG
646,State,ORG
648,State,ORG
648,State,ORG
648,State,ORG
649,Chinese,NORP
650,Sun Tzu,PERSON
651,the Tang dynasty's,DATE
651,An Lushan Rebellion,EVENT
651,Geshu Han,PERSON
651,Tongguan Pass,LOC
651,Xuanzong,PERSON
651,Geshu,PERSON
651,Xuanzong,PERSON
651,Geshu,PERSON
652,Geshu,PERSON
652,Tongguan Pass,LOC
652,Chang'an,GPE
652,Xuanzong,PERSON
652,Sichuan,GPE
652,the Battle of Fei River,EVENT
652,383 CE,DATE
652,Xie Xuan,PERSON
652,Jin,GPE
652,Fu Jian,PERSON
652,Former Qin,GPE
652,Fu Jian,PERSON
652,Fu Jian's,PERSON
652,Qin,PERSON
653,The Methods of the Sima,LAW
653,Bing Jing,PERSON
653,Zhang Yu,PERSON
653,Fu Jian,PERSON
653,Qin,PERSON
654,Xie Xuan,PERSON
654,Fu Jian,PERSON
654,Xie Xuan,PERSON
654,Zhuge Liang,PERSON
654,Meng Huo,PERSON
654,Fu Jian,PERSON
654,Xie Xuan,PERSON
655,Fu Jian's,PERSON
655,State,ORG
656,Fu Jian's,PERSON
656,Du Mu's,PERSON
656,Du Mu,PERSON
656,Han dynasty,DATE
656,Zhou Yafu,PERSON
656,Zhou,PERSON
656,Xiliu,GPE
656,Han Wendi,PERSON
656,Zhou Yafu's,PERSON
656,Han Wendi,PERSON
656,Zhou Yajun,PERSON
656,the Son of Heaven,PERSON
656,Zhou Yafu,PERSON
656,Han Wendi,PERSON
656,Zhou,PERSON
656,Zhou,PERSON
656,Zhou,PERSON
657,Han Wendi,PERSON
657,Zhou Yafu,PERSON
657,Zhou Yafu,PERSON
657,Han Jingdi,PERSON
657,Zhou Yafu,PERSON
657,Han Jingdi,PERSON
657,Zhou Yafu,PERSON
657,Rebellion of the Seven States,EVENT
657,Du Mu,PERSON
658,that day,DATE
658,Xiliu,NORP
658,Han Wendi's,PERSON
658,Zhou Yafu's,PERSON
658,Zhou Yafu,PERSON
659,Jingdi,PERSON
661,Battle of Changping,EVENT
661,262-260 BCE,DATE
661,Qin,PERSON
661,Zhao,PERSON
661,Zhao,PERSON
661,Zhao Kuo,PERSON
662,Zhao,PERSON
662,Lian Po,PERSON
662,Zhao,PERSON
662,Ling Xiangru,PERSON
662,Zhao Kuo's,PERSON
662,Zhao Kuo,PERSON
662,Zhao,GPE
663,Zhao,PERSON
663,Zhou,PERSON
663,Jiang Ziya,PERSON
666,Song dynasty,DATE
666,Yue Fei,PERSON
666,this day,DATE
666,Chinese,NORP
667,Qin Hui,PERSON
667,Yue Fei,PERSON
667,the Song dynasty,DATE
668,Yue Fei's,PERSON
668,Qin,PERSON
668,Wang Jian,PERSON
668,Qin,PERSON
668,China,GPE
669,the next day,DATE
669,Yue Fei,PERSON
669,Song Emperors,PERSON
669,Jurchen,NORP
669,Gaozong,PERSON
670,Gaozong,PERSON
670,Gaozong,PERSON
670,Yue Fei,PERSON
672,Sun Tzu,PERSON
676,Han,NORP
676,Sima Qian,PERSON
681,Sun Tzu's,PERSON
681,The Art of War,WORK_OF_ART
682,Zheng,PERSON
682,Qin,PERSON
682,China,GPE
682,Chu,PERSON
682,Chu,PERSON
683,Wang Jian,PERSON
683,Li Xin,PERSON
683,Chu,PERSON
683,Zheng,PERSON
683,Li Xin's,PERSON
683,Wang Jian,PERSON
683,Li Xin,PERSON
683,Meng Tian,PERSON
683,Chu,PERSON
684,Qin,PERSON
684,Qin,PERSON
684,Wang Jian,PERSON
684,Qin,PERSON
685,Wang,PERSON
685,Wang,PERSON
685,Chu,GPE
685,Chu,PERSON
685,a year,DATE
685,Chu,PERSON
686,Wang Jian,PERSON
686,Chu,GPE
686,Xiongnu,NORP
686,Modun,PERSON
686,Lu,PERSON
686,Fan Kuai,PERSON
686,Xiongnu,NORP
686,Li Bu,PERSON
686,Fan Kuai,PERSON
686,Xiongnu,NORP
686,Baideng,GPE
687,Chen Ping's,PERSON
687,Gaozu,PERSON
687,Gaozu,PERSON
687,Lu,PERSON
687,Modun,PERSON
687,Xiongnu,NORP
688,Liu Bang,PERSON
688,Han Xin,PERSON
688,Liu Bang,PERSON
688,Han Xin,PERSON
688,Liu Bang's,PERSON
688,Liu Bang,PERSON
688,Han Xin,PERSON
689,Han Xin,PERSON
691,Han Xin,PERSON
692,Liu Bang,PERSON
693,Foxconn,ORG
693,Qin,PERSON
693,Wang Jian,PERSON
693,a whole year,DATE
693,daily,DATE
695,Chapter Five,LAW
695,Han Xin,PERSON
696,Chapter Six,LAW
697,Chinese,NORP
697,the Ming dynasty,DATE
697,Qi Jiguang,PERSON
697,a 'Mandarin Duck Unit',ORG
698,the 20th century,DATE
698,Communist Party,ORG
698,Lin Biao,PERSON
698,Lin Biao,PERSON
698,Sun Tzu,PERSON
698,Ming,DATE
698,Wang Yangming,PERSON
700,Neo,NORP
700,Confucianists,NORP
700,Wang Yangming,PERSON
701,Wang Yangming,PERSON
701,The Zuo Commentary,WORK_OF_ART
704,a hundred years,DATE
707,Warring States,EVENT
707,Han Feizi,PERSON
707,Sun Tzu,PERSON
707,the Three Kingdoms,DATE
707,Cao Cao,PERSON
707,Eastern Wu,LOC
707,Eastern Wu,NORP
707,Sun Quan,PERSON
707,Cao Cao,PERSON
708,Liu Cong,PERSON
708,Eastern Wu,GPE
708,Lu Su,PERSON
708,Sun Quan,PERSON
708,Lu Su,PERSON
708,Sun Quan,PERSON
709,Sun Quan,PERSON
709,Han Feizi's,PERSON
712,Chinese,NORP
712,Chinese,NORP
712,The Zuo Commentary,WORK_OF_ART
712,Chapter Eight,WORK_OF_ART
712,Sun Tzu's,PERSON
712,The Art of War,WORK_OF_ART
712,Wu,GPE
712,Chu,GPE
712,ten days,DATE
713,Chu,PERSON
713,Yi Xiang,PERSON
713,Chu,PERSON
713,Zi Qi,PERSON
713,Wu,PERSON
714,Wu,PERSON
714,Wu,PERSON
714,Chu,PERSON
714,Chu,PERSON
714,Yi Xiang,PERSON
714,Wu,PERSON
714,Wu,PERSON
714,Yi Xiang,PERSON
714,Wu,PERSON
715,Yi Xiang,PERSON
715,Wu,PERSON
716,One Hundred Sayings on the Art of War,WORK_OF_ART
717,Chu,ORG
717,Yi Xiang,PERSON
717,Wu,PERSON
718,Wu,PERSON
718,Chu,PERSON
718,That day,DATE
718,Wu,PERSON
718,Yi Xiang's,PERSON
718,"over 2,000 years",DATE
719,French,NORP
719,Total,ORG
721,Chinese,NORP
724,today,DATE
724,three years earlier,DATE
725,The Methods of the Sima,LAW
725,Cao Cao's,PERSON
725,Sima Yi,PERSON
725,Zhuge Liang,PERSON
725,the Wuzhang Plain,LOC
725,Sima Yi,PERSON
725,Zhuge Liang,PERSON
725,Sima Yi,PERSON
726,Sima Yi's,PERSON
726,Sima Yi,PERSON
726,Sima Yi,PERSON
726,Sima YI,PERSON
726,Cao Cao's,PERSON
726,Cao Cao,PERSON
726,Cao Cao,PERSON
726,Xin Pi,PERSON
726,Sima Yi's,PERSON
726,Xin Pi,PERSON
726,Zhuge Liang,PERSON
726,Sima Yi,PERSON
726,Zhuge Liang,PERSON
726,Sun Tzu's,PERSON
726,The Art of War,WORK_OF_ART
726,Sima Yi,PERSON
726,Sima Yi's,PERSON
726,Zhuge Liang,PERSON
726,Wuzhang Plain,LOC
727,China,GPE
731,State,ORG
733,the Tang dynasty's,DATE
733,An Lushan Rebellion,EVENT
733,Tang,ORG
733,Geshu Han,PERSON
733,Tongguan Pass,LOC
733,half a year,DATE
733,Xuanzong,PERSON
733,Geshu Han,PERSON
734,Xuanzong,PERSON
734,An Lushan,PERSON
734,Xuanzong,PERSON
734,Feng Changqing,PERSON
734,Gao Xianzhi,PERSON
734,Xuanzong,PERSON
734,Tongguan Pass,LOC
734,Xuanzong,PERSON
734,An Lushan,PERSON
734,Xuanzong,PERSON
734,Yang Guozhong,PERSON
735,Geshu Han,PERSON
735,Geshu Han,PERSON
735,Yang,PERSON
735,Xuanzong,PERSON
736,Yang Guozhong,PERSON
736,Geshu Han,PERSON
736,Geshu Han,PERSON
736,another half year,DATE
736,Yang,PERSON
737,Xuanzong,PERSON
737,Geshu Han,PERSON
737,Tang,ORG
737,Xuanzong,PERSON
737,Sichuan,GPE
737,Yang Guozhong,PERSON
737,Yang Guifei,PERSON
737,Xuanzong,PERSON
737,Geshu Han's,PERSON
737,Xuanzong,PERSON
737,Yang Guozhong,PERSON
738,Yang,PERSON
738,Ming dynasty,DATE
738,Zhang Juzheng,PERSON
742,Li Quan's,PERSON
742,Qin,PERSON
742,Fu Jian,PERSON
742,the Battle of Fei River,EVENT
742,Qin,PERSON
742,Wang Meng,PERSON
742,Fu Jian,PERSON
742,Jin,PERSON
742,the Yangzi River,LOC
742,Jin,PERSON
742,Xian An,PERSON
742,Huan Chong,PERSON
743,Xianbei,PERSON
743,Qiang,PERSON
743,Fu Jian,PERSON
743,Wang Meng,PERSON
743,Jin,GPE
743,Fu Jian,PERSON
744,Xie An,PERSON
744,Huan Chong,PERSON
744,Fu Jian,PERSON
744,the Yangzi River,LOC
745,the Battle of Fei River,EVENT
745,Xianbei,NORP
745,Qiang,NORP
745,Fu Jian,PERSON
745,Qiang,NORP
745,Yao Chang,PERSON
746,Li Quan,PERSON
746,Fu Jian's,PERSON
747,Wang Meng's,PERSON
747,Fu Jian,PERSON
747,Wang,PERSON
747,Jin,PERSON
747,Fu Jian,PERSON
747,Han Chinese,NORP
747,Han,NORP
747,Chinese,NORP
747,Chinese,NORP
747,Han Chinese,NORP
748,Wang Meng's,PERSON
748,non-Chinese Xianbei,NORP
748,Qiang,NORP
748,Fu Jian,PERSON
749,Fu Jian,PERSON
749,Fu Jian,PERSON
749,Fu Jian,PERSON
749,Fu Jian,PERSON
749,China,GPE
750,Fu Jian's,PERSON
750,Fu Jian,PERSON
750,Former Yan,GPE
750,Xianbei,NORP
750,Murong Chong,PERSON
750,Fu Jian's,PERSON
750,fourteen,DATE
750,Fu Jian,PERSON
750,Murong,PERSON
750,Murong Chong,PERSON
750,Fu Jian's,PERSON
750,Fu Jian,PERSON
750,Murong Chong,PERSON
751,Fu Jian,PERSON
751,Fu Jian,PERSON
751,Wang Meng,PERSON
751,Fu Jian,PERSON
751,Jin,PERSON
751,Fu Jian,PERSON
752,Fu Jian,PERSON
752,Fu Jian's,PERSON
752,Xie Xuan,PERSON
752,Fu Jian,PERSON
753,Fu Jian,PERSON
754,Fu Jian,PERSON
755,Taizong,PERSON
755,Fu Jian,PERSON
755,today,DATE
755,Fu Jian,PERSON
756,Zeng Guofan's,PERSON
756,Complete Works,WORK_OF_ART
757,Sun Tzu's,PERSON
757,The Art of War,WORK_OF_ART
758,every day,DATE
759,Sun Tzu,PERSON
761,three whole months,DATE
761,three months,DATE
762,Empire,ORG
764,State,ORG
764,State,ORG
764,State,ORG
770,Sun Tzu's,PERSON
770,The Art of War,WORK_OF_ART
770,Chinese,LANGUAGE
770,Chinese,LANGUAGE
771,The Art of War,WORK_OF_ART
771,Cao Cao,PERSON
772,Chinese,NORP
772,Zhang Yu,PERSON
773,Han,NORP
773,Xun Yue,PERSON
775,Xun Yue,PERSON
775,Sun Tzu,PERSON
775,Chapter five,LAW
775,Xun Yue,PERSON
775,The Art of War,WORK_OF_ART
775,Xun Yue's,PERSON
779,Chinese,NORP
779,Chinese,NORP
780,Sun Tzu's,PERSON
782,the War of the Three Kingdoms,EVENT
782,Zhuge Liang,PERSON
783,Zhuge Liang,PERSON
784,Sima Yi,PERSON
784,Zhuge Liang,PERSON
784,Cao Cao,PERSON
784,Cao Cao's,PERSON
784,Cao Pi,PERSON
784,Sima Yi's,PERSON
784,Jin,GPE
786,Japan,GPE
786,Tokugawa Ieyasu,PERSON
786,Japan,GPE
786,Sengoku period,DATE
786,1467-1615 CE,DATE
787,Sengoku,PERSON
787,Tokugawa Ieyasu,PERSON
787,Oda Nobunaga,PERSON
787,Toyotomi Hideyoshi,PERSON
788,Oda Nobunaga,PERSON
788,Toyotomi Hideyoshi,PERSON
788,Tokugawa Ieyasu,PERSON
789,Tokugawa Ieyasu,PERSON
789,Japan,GPE
789,Japan,GPE
789,the next 300 years,DATE
792,Tang,GPE
792,Taizong,PERSON
792,Questions and Replies,WORK_OF_ART
792,Taizong,PERSON
792,Tang,GPE
792,Li,PERSON
792,Wei,GPE
792,Wang Jian,PERSON
792,Chu,GPE
792,Qin,GPE
792,Chu,GPE
793,every day,DATE
793,Chu,PERSON
794,a year,DATE
794,Chu,PERSON
794,Wang Jian,PERSON
794,Wang Jian,PERSON
795,Chu,GPE
796,He Shi,PERSON
796,Cao Cao,PERSON
796,Chinese,LANGUAGE
797,Du Mu,PERSON
797,Qin,PERSON
797,Wang Jian,PERSON
797,Chu,GPE
797,Chu,PERSON
797,Chu,PERSON
798,a year,DATE
798,Chu,PERSON
798,Wang Jian,PERSON
798,Sun Tzu's,PERSON
799,Mei Yaochen,PERSON
799,Du Mu,PERSON
801,Sun Tzu's,PERSON
805,Chinese,NORP
805,Wang Shi,PERSON
805,China,GPE
805,China Vanke,ORG
806,five years,DATE
806,ten years,DATE
806,15,DATE
809,Chinese,NORP
809,Liu Cixin,PERSON
810,today,DATE
812,Sun Tzu,PERSON
812,the Tao Te Ching,WORK_OF_ART
815,Huawei,ORG
815,Alibaba,ORG
815,Sun Tzu,PERSON
815,ten years,DATE
816,Empire,GPE
816,autumn,DATE
818,Cao Cao,PERSON
820,today,DATE
820,yesterday,DATE
821,Li Quan,PERSON
822,Han Xin,PERSON
822,Zhao,GPE
822,Battle of Jingxing,EVENT
822,Han Xin,PERSON
822,Jingxing Pass,LOC
822,Zhao,PERSON
822,Han Xin's,PERSON
822,Han Xin,PERSON
822,the Tao River,LOC
822,Zhao,PERSON
822,Han Xin,PERSON
822,Zhao,PERSON
823,Han Xin,PERSON
824,Zhao,PERSON
824,Zhao,PERSON
824,Han,NORP
824,Zhao,PERSON
824,Empire,GPE
824,Sun Tzu's,PERSON
824,Han Xin's,PERSON
825,"2,000 years later",DATE
826,Han Xin's,PERSON
826,Zhao,PERSON
826,Han Xin,PERSON
826,Jingxing Pass,LOC
826,Guangwu,PERSON
826,Zhao,GPE
826,Zhao,PERSON
826,Chen Yu,PERSON
826,Jingxing,GPE
828,less than ten days,DATE
828,Han Xin's,PERSON
828,Chen Yu,PERSON
828,Han Xin's,PERSON
828,Guangwu,PERSON
828,Chen Yu,PERSON
829,Han Xin,PERSON
829,Guangwu,PERSON
829,Guangwu,PERSON
829,Han Xin's,PERSON
829,Guangwu,PERSON
829,Han Xin,PERSON
829,Guangwu,PERSON
829,Han Xin,PERSON
829,Baili Xi,PERSON
829,Yu,PERSON
829,Yu,PERSON
829,Baili Xi,PERSON
829,Qin,PERSON
829,Qin,PERSON
830,Baili,PERSON
830,Yu,PERSON
830,Qin,PERSON
831,Chen Yu,PERSON
831,Han Xin,PERSON
831,Guangwu,PERSON
831,Yan,GPE
831,the Battle of Jingxing,EVENT
831,Zhao,PERSON
831,Chen Yu,PERSON
831,Han Xin,PERSON
831,Guangwu,PERSON
831,Chen Yu,PERSON
831,Chen Yu,PERSON
832,Han Xin,PERSON
832,Jingxing Pass,LOC
832,Han,NORP
832,Han Xin,PERSON
832,Empire,GPE
834,Han Xin,PERSON
835,Han Xin's,PERSON
835,Zhao,PERSON
835,the Battle of Jingxing,EVENT
837,Xiang Yu,PERSON
837,Han,NORP
837,Li Guang,PERSON
837,Xiongnu,NORP
838,Sun Tzu,PERSON
838,Wu Zixu,PERSON
838,Wu,PERSON
839,Sun Zixu's,PERSON
839,Sun Tzu's,PERSON
840,Wu Zixu,PERSON
840,Sun Tzu,PERSON
840,Wu,PERSON
842,Cao Cao,PERSON
842,Chinese,NORP
846,Warring States,EVENT
846,Bian Que,PERSON
846,Duke Wen,PERSON
846,Wei,GPE
846,Bian Que,PERSON
846,Bian Que,PERSON
846,Duke Wen,PERSON
846,Bian Que,PERSON
851,Mei Yaochen,PERSON
851,He Shi,PERSON
853,Liu Bang,PERSON
853,China,GPE
853,the Han,DATE
854,Xiao He,PERSON
854,Xiao He,PERSON
855,Liu Bang,PERSON
855,Liu Bang,PERSON
855,Xiao He,PERSON
855,Zhang Yu,PERSON
855,Liu Bang's,PERSON
855,Zhang Liang,PERSON
856,Liu Bang,PERSON
856,Sun Tzu's,PERSON
856,The Art of War,WORK_OF_ART
859,Questions and Replies,WORK_OF_ART
859,Taizong,PERSON
859,Tang,GPE
859,Li,PERSON
859,Wei,GPE
862,Taizong,PERSON
867,Sun Tzu's,PERSON
867,The Art of War,WORK_OF_ART
868,Sun Tzu's,PERSON
870,Sun Tzu's,PERSON
871,the next fifteen years,DATE
872,fifteen years,DATE
872,Sun Tzu's,PERSON
872,fifteen years,DATE
875,China,GPE
875,Sun Tzu's,PERSON
875,The Art of War,WORK_OF_ART
875,the next decade,DATE
877,Sun Tzu,PERSON
881,Earth,LOC
882,Li Quan,PERSON
883,Du Mu,PERSON
884,1928,DATE
884,Mao Zedong,PERSON
884,the Red Army,ORG
885,the Revolutionary Army,ORG
885,The Three Rules for Discipline,LAW
891,Earth,LOC
891,Chapter One,LAW
891,Du Mu,PERSON
893,Chinese,NORP
896,Sun Tzu,PERSON
896,Formations,WORK_OF_ART
896,Sun Tzu's,PERSON
896,The Art of War,WORK_OF_ART
896,The Thirty-Six Stratagems,WORK_OF_ART
897,The Thirty-Six Stratagems,WORK_OF_ART
897,Sun Tzu,PERSON
898,Sun Tzu's,PERSON
898,The Art of War,WORK_OF_ART
899,Sun Tzu,PERSON
900,Empire,GPE
900,autumn,DATE
902,Earth,LOC
906,Cao Cao,PERSON
907,Han,NORP
907,Xun Yue,PERSON
908,Xun Yue,PERSON
908,Sun Tzu's,PERSON
908,The Art of War,WORK_OF_ART
908,Xun Yue,PERSON
908,Sun Tzu,PERSON
908,Sun Tzu,PERSON
908,The Art of War,WORK_OF_ART
908,Xun Yue,PERSON
909,Han Xin's,PERSON
909,Battle of Jingxing,EVENT
910,Sun Tzu,PERSON
912,every day,DATE
913,Energy,ORG
914,Chapter One,LAW
914,Cao Cao,PERSON
914,Chinese,NORP
914,Chinese,NORP
915,China,GPE
915,the 20th century,DATE
915,Chinese Communist Party,ORG
915,Lin Biao,PERSON
915,Lin Biao,PERSON
915,Lin Biao's,PERSON
915,American,NORP
915,the former Soviet Union's,GPE
917,Lin Biao,PERSON
917,Fourth Field Army,ORG
917,Lin Biao,PERSON
917,the Fourth Field Army,ORG
918,Cao Cao,PERSON
919,Han dynasty,DATE
919,Shuowen Jiezi,PERSON
919,Chinese,NORP
922,Napoleon,PERSON
922,Japan,GPE
922,century-long,DATE
922,Sengoku,PERSON
922,Takeda Shingen,PERSON
922,Japan,GPE
922,Kai Province,GPE
923,Takeda Shingen,PERSON
924,China,GPE
924,years,DATE
926,The Art of War,WORK_OF_ART
927,Sun Tzu's,PERSON
927,The Art of War,WORK_OF_ART
928,the four seasons,DATE
931,Sun Tzu's,PERSON
931,The Art of War,WORK_OF_ART
931,Chinese,NORP
931,Chinese,NORP
932,Chinese,LANGUAGE
933,Chinese,NORP
933,Cao Cao,PERSON
934,Chinese,NORP
935,Sun Tzu,PERSON
935,"1,000 years",DATE
936,Yellow Emperor,PERSON
936,Writings on Grasping the Irregular,WORK_OF_ART
936,Questions and Replies,WORK_OF_ART
936,Taizong,PERSON
936,Tang,GPE
936,Li,PERSON
936,Wei,GPE
936,Taizong,PERSON
936,Li,PERSON
936,Li,PERSON
936,Writings on Grasping the Irregular,WORK_OF_ART
936,Li,PERSON
939,Chinese,NORP
939,Chinese,NORP
940,Today,DATE
942,Li Quan,PERSON
942,Li Quan,PERSON
943,Cao Cao's,PERSON
943,Li Quan's,PERSON
943,Li Quan's,PERSON
946,Tang dynasty,DATE
946,Li Su,PERSON
946,Cai Prefecture,GPE
946,Li Su,PERSON
946,Tang,GPE
946,Wu Yuanji,PERSON
946,the day,DATE
947,"3,000 years",DATE
947,Sun Tzu's,PERSON
948,Li Su's,PERSON
948,Russian,NORP
948,Sun Tzu's,PERSON
948,The Art of War,WORK_OF_ART
949,Calculations,WORK_OF_ART
949,Chinese,NORP
949,The Art of War,WORK_OF_ART
949,The Way of Deception,WORK_OF_ART
950,Sun Tzu,PERSON
957,Chinese,NORP
957,Han Xin,PERSON
957,Han Xin,PERSON
957,Jingxing,GPE
957,Zhao,PERSON
957,Han Xin,PERSON
957,Jingxing Pass,LOC
957,Zhao,PERSON
957,Lord Guangwu,PERSON
957,Chen Yu,PERSON
958,Guangwu,PERSON
958,Jingxing,GPE
958,Chen Yu,PERSON
958,Han Xin,PERSON
958,Jingxing,GPE
958,Chen Yu,PERSON
958,Han Xin,PERSON
958,ten days,DATE
958,Guangwu,PERSON
958,Chen Yu,PERSON
958,Han Xin's,PERSON
959,Chen Yu,PERSON
959,Han Xin,PERSON
959,Han Xin's,PERSON
959,Chen Yu's,PERSON
959,Han Xin,PERSON
959,Guangwu,PERSON
959,Han Xin,PERSON
959,Guangwu,PERSON
959,Han Xin,PERSON
959,Zhao,PERSON
959,Guangwu,PERSON
960,Guangwu,PERSON
960,Chen Yu,PERSON
960,Han Xin,PERSON
960,Jingxing Pass,LOC
960,Han Xin's,PERSON
960,Jingxing Pass,LOC
960,Zhao,PERSON
960,Han,NORP
960,Chinese,NORP
960,Han Xin,PERSON
960,Jingxing Pass,LOC
961,Han Xin,PERSON
962,Zhao,PERSON
962,Han Xin,PERSON
962,Han Xin's,PERSON
963,Han Xin's,PERSON
964,Zhao,PERSON
964,Chen Yu,PERSON
964,Jingxing Pass,LOC
965,Han Xin,PERSON
965,Zhao,PERSON
965,Zhao,PERSON
965,Han Xin's,PERSON
965,Zhao,PERSON
965,Zhao,PERSON
966,Han Xin's,PERSON
966,Han Xin,PERSON
966,Han Xin's,PERSON
967,Han Xin,PERSON
967,Zhao,PERSON
967,Han Xin's,PERSON
968,Han Xin's,PERSON
968,Zhao,PERSON
968,the day,DATE
969,Zhao,PERSON
969,Zhao,PERSON
969,Han Xin,PERSON
970,Zhao,PERSON
970,Han,NORP
971,Zhao,PERSON
971,Han,NORP
971,Han Xin's,PERSON
971,Han Xin's,PERSON
971,Zhao,NORP
972,Han Xin's,PERSON
972,Zhao,PERSON
973,Han Xin's,PERSON
973,Zhao,PERSON
974,Han Xin,PERSON
974,Chen Yu,PERSON
974,Zhao,NORP
974,Han Xin,PERSON
974,Zhao,PERSON
974,Zhao,PERSON
974,Han Xin's,PERSON
974,Han Xin's,PERSON
974,Zhao,PERSON
976,Han Xin,PERSON
983,Han Xin's,PERSON
983,Zhao,PERSON
983,Han Xin,PERSON
984,Han Xin's,PERSON
985,Han,NORP
985,Zhao,PERSON
985,Han Xin's,PERSON
985,Han,NORP
985,Han Xin's,PERSON
986,Han Xin,PERSON
988,Han Xin's,PERSON
989,Sun Tzu,PERSON
990,Xiang Yu,PERSON
990,the River Wu,LOC
998,Xiang Yu,PERSON
999,Chinese,NORP
999,The Battle of Fei River,EVENT
999,Fu Jian,PERSON
999,Jin,GPE
999,Fei River,LOC
999,Jin,PERSON
999,Xie Xuan,PERSON
999,Xie Xuan,PERSON
999,Fu Jian,PERSON
999,Xie Xuan,PERSON
1000,Fu Jian,PERSON
1000,Xie Xuan's,PERSON
1000,Xie Xuan,PERSON
1000,Former Qin,PERSON
1000,Fu Jian,PERSON
1001,Fu Jian's,PERSON
1001,Fu Jian,PERSON
1002,Fu Rong,PERSON
1002,Xie Xuan's,PERSON
1002,Xie Xuan's,PERSON
1003,Fu Jian's,PERSON
1003,Xie Xuan,PERSON
1003,Fu Jian,PERSON
1004,Xie Xuan,PERSON
1004,Xie Xuan,PERSON
1005,Xie Xuan,PERSON
1005,Zhu Xu,PERSON
1005,Eastern Jin,NORP
1005,Qin,PERSON
1005,Fu Jian,PERSON
1006,Fu Jian,PERSON
1006,Qin,PERSON
1006,Fu Jian's,PERSON
1006,Zhu Xu,PERSON
1006,the Battle of Fei River,EVENT
1006,Fu Jian,PERSON
1006,Zhu Xu,PERSON
1006,Eastern Jin,GPE
1006,Xie Shi,PERSON
1006,Zhu Xu's,PERSON
1006,Xie Shi,PERSON
1006,Eastern Jin,GPE
1006,Former Qin,ORG
1006,Fu Jian,PERSON
1006,Zhu Xu,PERSON
1006,Xie Shi,PERSON
1006,Xie Xuan,PERSON
1007,Fu Jian,PERSON
1007,Xie Xuan's,PERSON
1007,Zhu Xu,PERSON
1007,Zhu Xu,PERSON
1007,Qin,PERSON
1007,Qin,PERSON
1007,Jin,PERSON
1007,Fu Rong,PERSON
1007,Qin,PERSON
1007,Jin,PERSON
1008,Qin,PERSON
1008,Sun-Tzu's,PERSON
1008,The Art of War,WORK_OF_ART
1008,Weakness and Strength,WORK_OF_ART
1012,Li Quan's,PERSON
1014,Sun Tzu's,PERSON
1014,The Art of War,WORK_OF_ART
1015,Chinese,NORP
